Y,ID,Author,Date,Priority,Price,Speed,Duration,Temp,Location,Agreed,State,Class,Surface,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,sensor17,sensor18,sensor19,sensor20,sensor21,sensor22,sensor23,sensor24,sensor25,sensor26,sensor27,sensor28,sensor29,sensor30,S.No
19.61307539,G9979,HH,3/18/2001,High,Cheap,Fast,Long,Hot,Compressor,Yes,Uncertain,Wooden,NA,7.240139226,NA,17.77445454,-0.601986968,NA,11.24089583,NA,6.802011357,NA,10.25829792,NA,36.93242673,56.59994802,56.2365372,45.99821812,52.31564478,61.9454246,42.76471819,61.54825143,55.4935859,89.62238804,NA,92.69071525,83.82520551,90.9413689,NA,81.52287086,100.7270247,78.28360425,NA,11
17.23030897,G9980,KG,3/24/2001,Medium,Extravagant,Fast,Short,Warm,Compressor,No,Under review,Ceramic,NA,20.93671217,NA,24.83454717,34.04798536,25.14116811,23.03651918,24.46116253,NA,29.39740768,30.73578886,84.27723631,NA,75.63377822,99.83426512,85.97359087,72.87422615,NA,63.6730002,92.345366,73.71693884,146.0969931,157.2582741,NA,NA,NA,158.8192558,127.1238695,159.0536993,158.9995466,144.563702,12
11.63468394,G9981,KG,3/31/2001,Medium,Cheap,Medium,Short,Hot,Battery room,Yes,Checked,Ceramic,Textured,12.01406658,9.936429276,19.95245853,13.47566427,16.89538902,15.53918931,NA,12.02754646,11.32061052,20.74177921,92.60099475,93.38839732,82.51903747,90.38007186,87.92984789,82.94124448,77.84672843,86.0333186,95.30860056,103.9608454,124.5870394,141.8594211,127.0029108,135.8136394,120.6229785,126.0377331,139.1839006,123.2938749,154.9690234,132.4517487,13
26.94721383,G9982,HH,4/7/2001,Medium,Cheap,Medium,Long,Hot,Compressor,No,Under review,Ceramic,Textured,44.9845628,55.58011293,43.04543072,51.1787154,49.7708027,42.41141731,48.8839732,42.05806569,50.10021196,43.89337429,7.837167602,-3.279922438,-0.733438946,-1.877986048,10.67873752,-4.416890665,7.708413966,1.882657448,-2.903219183,18.48646186,21.47548629,19.12350401,43.09508676,27.62466054,20.5685192,33.95915412,29.54272841,38.41654941,31.90632911,27.05911491,14
16.43815572,G9983,HH,4/14/2001,Low,Cheap,Fast,Short,Hot,Boiler,No,Under review,Wooden,Textured,35.83105595,32.3244387,18.27453552,32.19905175,28.5437657,36.93790402,25.89449398,33.09079137,36.47203282,27.93034291,44.54539627,28.3849449,24.56967038,23.52704104,28.44547862,62.05106124,30.69700437,33.33200271,30.92926506,22.14735825,69.61181481,54.2716241,66.35859533,55.26215607,66.04403775,57.39292926,82.60391161,51.76282399,60.84964254,82.81558055,15
25.08051418,G9984,HH,4/21/2001,Medium,Cheap,Fast,Long,Warm,Battery room,Yes,Under review,Metal,Smooth,37.82019429,44.06382098,42.50734152,43.78087892,30.77529117,41.52366502,37.8848318,36.66723382,39.80218418,38.69732921,28.77058066,48.51641476,42.6888631,67.54427855,54.19597965,59.3531279,51.40533801,44.9778316,55.05534691,61.40329009,98.94883231,102.6791799,105.157576,101.7645112,77.34212322,99.86316802,92.46770182,87.5591841,101.3366092,103.7470724,16
10.89458058,G9985,KG,4/28/2001,High,Cheap,Fast,Short,Hot,Boiler,No,Under review,Ceramic,Rough,6.224358865,8.847887095,7.721815962,-4.716792278,6.66030014,4.842889315,2.199287535,16.42871239,13.22147394,12.49865789,58.73583311,68.25008808,74.47664752,79.99717029,71.64320332,83.78900409,77.69010972,81.36707046,80.37208917,88.83350576,169.5287772,151.6738955,175.7537363,146.9199905,156.2719644,141.8003469,148.9199017,144.0474204,142.103686,159.5975493,17
43.79404187,G9986,KG,5/6/2001,Medium,Extravagant,Medium,Very Long,Warm,Compressor,No,Uncertain,Wooden,Rough,49.09563298,50.24556557,39.60582049,45.99360367,51.01395911,50.26257769,50.47912535,46.75700172,48.44829421,42.48158511,63.95580957,59.33289471,42.58395698,48.42923793,60.5385072,52.92741167,39.81082021,57.32677967,43.70595869,47.18958769,-6.698300276,5.068389406,20.53511382,12.36330928,23.99669331,6.964021116,1.918511349,15.69298852,-3.486995936,9.923153936,18
21.42193614,G9987,HH,5/12/2001,High,Cheap,Medium,Short,Hot,Boiler,Yes,Under review,Wooden,Smooth,8.460285277,4.600679839,9.709488955,2.636872473,3.151542378,3.437483637,-4.543517961,0.332878013,18.47426443,5.45944634,91.26733376,105.9859362,87.76396382,85.88446166,86.44674372,83.69678006,88.8326334,89.67119893,75.80620377,88.78398159,-5.758126227,-6.309910868,-23.72051667,-17.78810069,-15.47306551,-4.089868731,-11.52271047,-7.316501774,0.575346122,-18.16880503,19
33.6450774,G9988,KG,5/20/2001,Low,Extravagant,Medium,Long,Warm,Compressor,Yes,Under review,Ceramic,Smooth,40.62418053,34.54717956,26.73742687,32.49893267,37.58076856,32.11084008,35.23319133,32.00358205,36.10452387,36.01964449,45.49083526,23.73215675,25.50898097,26.23163677,34.61817663,34.10781819,51.04366721,31.04869832,27.82201274,40.4714107,207.3536275,200.0823336,208.8128338,189.2747462,198.83467,188.790818,196.6225859,204.0791572,182.4694904,200.6005259,20
7.722791542,G9989,HH,5/26/2001,Medium,Cheap,Slow,Short,Hot,Battery room,No,Under review,Ceramic,Rough,22.62898359,21.43246289,30.1903249,16.94541396,24.64631179,23.54388037,27.53442715,20.99869761,13.97147394,20.30671034,64.38605164,63.02717726,57.6419046,46.91240803,60.90561218,47.48824796,59.29688899,57.07943349,40.88280095,57.03051178,57.55792023,44.89010085,63.35187286,63.3640701,64.22931601,59.00827518,62.58842186,65.34047778,62.67704618,72.02005976,21
26.89145848,G9990,KG,6/3/2001,Medium,Cheap,Slow,Very Long,Cold,Boiler,Yes,Uncertain,Wooden,Smooth,12.41856007,14.8695374,10.09902276,8.891326948,11.59312554,-0.05731289,5.989694231,13.41472287,15.38083985,1.272526801,54.45500849,68.05390586,50.38739584,33.36686045,57.12988013,51.24454412,60.85277289,65.31508466,57.03656813,52.87420721,51.20784178,45.49633733,55.39475759,50.94971524,26.72616583,69.6799524,54.84749336,50.99033847,52.1383261,47.38323825,22
19.82680865,G9991,KG,6/10/2001,Medium,NA,Fast,NA,Warm,Boiler,Yes,Uncertain,NA,Smooth,20.71798158,29.25631463,22.5489302,NA,30.59642777,18.94248918,NA,12.06867377,24.90574951,18.94587545,65.45669861,92.82105593,94.70552953,NA,NA,78.87578061,92.68028555,68.79225836,82.16192786,84.25695096,NA,194.4938585,179.2932924,177.667367,184.0848581,183.7482579,198.8517547,189.9332287,200.7675899,188.23727,23
18.50709709,G9992,KL,6/16/2001,High,NA,Medium,Short,NA,Compressor,NA,Uncertain,Wooden,Textured,21.55647169,22.2066322,25.26642844,33.47993314,19.69931674,16.09911677,NA,3.26745286,25.01910127,16.89161736,56.71639319,48.36500568,NA,NA,56.8605153,57.31092818,55.48636637,NA,50.43485778,45.76207701,179.2148252,159.853985,194.2721891,157.7808504,172.9202511,NA,175.3227176,192.2055827,168.0417207,180.4335301,24
35.88253608,G9993,HH,6/23/2001,Low,Extravagant,Medium,Short,Warm,NA,Yes,Uncertain,Wooden,Smooth,42.35677457,44.65533194,49.16315055,42.99699439,NA,46.03967076,NA,44.21396901,46.05031415,53.76036785,75.10738323,83.87904175,83.41181865,NA,77.77443992,97.70728585,NA,NA,93.21678144,NA,6.807338579,NA,9.14775021,23.91859196,9.850882705,8.96716599,13.44485652,30.25729645,17.65840755,28.96033939,25
17.89800624,G9994,HH,6/30/2001,High,Cheap,Medium,Long,Warm,Compressor,No,Under review,Wooden,Rough,3.40868517,0.259169351,7.346964845,14.24862504,7.291947288,17.09191416,1.272074951,4.211731796,7.149283107,5.939648994,3.88050807,-14.91416301,1.084786517,-9.921783086,0.179310122,6.132258482,9.222310136,-0.271799829,15.75485689,1.351275921,198.62284,178.2137737,204.4612136,196.67043,185.1794189,199.1037331,195.4523926,193.5911922,182.8424614,203.2273721,26
28.77813887,G9995,KG,7/8/2001,Low,NA,Fast,Very Long,Warm,NA,Yes,Under review,Wooden,Rough,44.11142074,41.63513671,NA,37.93888184,37.07446185,41.07568008,42.95300956,40.76231691,34.48678512,NA,68.34431448,47.45513839,59.25690971,45.41635285,46.36149278,35.98579063,NA,53.47385507,45.77029617,61.3796723,-13.17624536,NA,-14.01097606,-5.106648663,NA,-24.61202059,NA,-18.78879257,-12.19087966,0.142610403,27
9.434344131,G9996,KG,7/15/2001,Low,Cheap,Medium,Short,Hot,Battery room,Yes,Under review,Wooden,Textured,6.502943524,16.3820454,13.79627468,12.16007353,8.449870777,11.02126926,9.657566276,15.72671815,12.02225252,11.89782822,0.194411439,28.25207261,3.124656126,1.519924797,-9.181448101,1.119874444,22.99416307,2.741597357,12.52799757,5.636426104,11.72028847,15.66205038,2.527852825,10.68905934,14.87820398,-10.47786383,10.1349144,-7.917507127,7.661517985,-3.142686406,28
12.47924398,G9997,HH,7/21/2001,High,Extravagant,Fast,Short,Hot,Boiler,Yes,Checked,Metal,Rough,10.42432393,11.19370933,6.28817721,10.06092664,10.14940885,5.479810988,2.383234146,8.655254088,9.62522132,5.627272069,39.10009662,31.29094838,38.07864156,29.74038387,34.01718206,35.27576675,33.27772518,34.37695374,49.35582997,45.11962821,72.68970667,80.19831172,72.85277147,86.13998593,83.49537933,80.75889048,100.417368,71.3847771,84.2700266,76.05375517,29
29.87591949,G9998,HH,7/28/2001,Medium,Cheap,Medium,Very Long,Warm,Compressor,No,Uncertain,Wooden,Smooth,25.71979479,17.1066848,15.43901789,18.07962532,23.98381844,13.45629369,NA,16.82619258,13.77457324,20.76489768,39.60920912,36.5062503,51.4796819,48.72818088,41.75872389,46.0985775,51.08742125,30.62843873,61.75851364,39.98107098,71.25131823,96.53051244,67.24295621,74.57794856,67.00706935,83.96402991,83.53540526,76.33882518,89.53521556,90.45019292,30
22.79301484,G9999,HH,8/5/2001,Medium,Cheap,Medium,Very Long,Warm,Compressor,Yes,Checked,Metal,Textured,16.48942294,21.40661787,19.25356532,19.6137856,18.67784298,27.42462435,22.26395401,33.57987734,11.56760612,23.09584032,32.74498439,56.20286192,53.49005194,44.79466474,42.44453498,53.2974496,67.14290774,51.8614572,56.18135345,58.03058936,74.65862754,83.66996639,77.57457318,75.54287571,69.53180153,69.70245578,79.68527346,75.8757278,68.16509565,75.67166464,31
29.5508241,G10000,KG,8/11/2001,Medium,NA,Medium,Long,NA,Compressor,No,NA,Ceramic,Textured,48.01239671,40.25558336,45.10338963,31.77961971,42.76015204,38.66329187,48.3485288,39.34212733,48.14608861,44.75822381,60.80662908,67.30193164,63.1199269,64.19969822,56.87621041,48.79918063,59.74284802,61.21403272,NA,NA,84.20366354,NA,87.95438895,NA,84.23750641,81.62981909,79.03901429,NA,79.63836251,76.79233531,32
11.14239855,G10001,KG,8/18/2001,Low,Cheap,Medium,Short,Hot,Boiler,Yes,Uncertain,Ceramic,Rough,8.619697687,9.121327444,-7.181678929,4.102829189,10.27524431,1.534087523,5.751868086,9.204118381,3.279502671,4.18657133,51.33893046,41.75761511,44.43195582,22.03238201,45.05784653,44.62627436,31.5722416,40.97509932,41.93167891,34.11916086,34.56019298,46.18740423,44.13579661,48.48148551,37.03606313,47.0695895,42.71626232,53.54384018,44.75305159,47.15583238,33
15.51435698,G10002,HH,8/26/2001,High,Cheap,Fast,Long,Cold,Compressor,No,Checked,Wooden,Rough,11.67066718,18.8320954,18.74659735,19.75980291,13.79301938,15.4035548,7.834421107,16.14692097,20.28483023,22.59054257,52.10861617,66.96233528,42.23020273,45.28962955,62.07008746,44.09152,43.93612488,66.02506565,60.14142091,42.21881055,178.4146923,183.629686,181.038454,195.20682,196.7720163,183.8625414,186.0008778,187.0042958,192.1386353,178.0934065,34
18.80573654,G10003,HH,9/1/2001,Low,Cheap,Fast,Short,Warm,Compressor,Yes,Under review,Ceramic,Smooth,39.01321301,35.43460017,32.12487242,41.56666229,23.83066883,35.44548738,40.29589075,32.95093266,24.88046655,26.87400942,80.04848103,88.90646251,94.31396138,84.33519404,68.8406029,64.73499198,80.4886428,80.44766898,87.52457796,81.43741272,41.85242502,37.74115913,61.28531544,38.41540281,49.72117584,45.02336371,61.88507261,46.61066186,29.78799078,38.24847562,35
21.75640865,G10004,HH,9/8/2001,Medium,Extravagant,Medium,Short,Cold,Compressor,No,Uncertain,Wooden,Rough,14.92025337,22.39676265,14.18909811,7.206189703,11.31568464,16.85321783,NA,13.88020181,18.20606437,21.47265625,58.36202574,83.25907692,75.8578344,66.83728786,77.29436198,65.37749757,55.1780307,68.84055761,72.92011454,64.96278781,28.0717868,35.50866771,33.70198541,33.23157226,27.48721549,24.23991963,58.32951791,48.29114591,28.3094956,33.46287672,36
24.98902674,G10005,KG,9/15/2001,High,Extravagant,Slow,Long,Warm,Battery room,Yes,Uncertain,Ceramic,Rough,25.06154867,36.66669304,37.50606248,37.85112799,30.15021157,39.70464228,42.34039807,41.28805189,39.41921068,40.82217857,27.5964757,36.36630821,31.35721378,40.36412239,28.52411073,25.33873124,33.6925788,50.49461995,44.86937318,40.33140726,35.60296065,27.10935116,17.19998794,31.6481637,32.13801124,49.60070811,32.17218308,38.22662201,34.03180537,28.69490405,37
19.77992848,G10006,KG,9/23/2001,Low,Extravagant,Fast,Short,Warm,Compressor,Yes,Under review,Ceramic,Rough,49.36690114,53.395803,52.62612706,48.65164408,49.87560692,53.98514722,42.61635914,43.72438896,51.88389696,41.18733601,5.926274586,22.20709165,17.91681844,20.31397369,25.67394005,31.93342643,20.00195087,12.91498338,21.84464665,3.246546597,164.7474134,169.5197026,174.2988194,168.9913732,175.0357871,169.0274266,154.4776284,158.6805691,169.4795674,143.0498073,38
21.0276193,G10007,HH,9/30/2001,Medium,Cheap,Fast,Short,Warm,Boiler,Yes,Uncertain,Wooden,Smooth,29.3242191,28.85736909,26.03793268,27.6565198,19.28069001,25.76631851,26.12312996,32.8707838,27.53823879,33.26229256,79.01186729,90.12982305,73.81055069,76.34103672,96.4008338,97.44767919,75.84907773,69.8780917,77.17863305,97.97148127,88.27971053,86.48909493,109.2329001,108.2868131,102.5697197,88.95838373,89.61147275,96.70168902,94.33730612,108.240426,39
20.93302601,G10008,KG,10/7/2001,Low,Extravagant,Medium,Short,Warm,NA,Yes,Uncertain,NA,Rough,24.02955229,17.96852501,26.26649102,23.23264334,NA,NA,22.21788464,19.58145736,18.08896244,28.57259395,NA,110.6104107,112.2865069,94.14789381,95.87390336,86.26823115,92.82674457,NA,112.5096917,90.62473042,48.52948696,NA,23.82824656,36.73945463,22.82611739,NA,46.20023531,28.34392352,29.66932648,37.03758543,40
30.88504527,G10009,HH,10/13/2001,Medium,Costly,Medium,Long,Warm,Battery room,Yes,Uncertain,Wooden,Rough,47.78159446,37.77223594,40.1808987,37.67038579,42.30386002,37.55958866,40.29922466,38.37484434,39.00095531,43.89644489,72.6944293,59.24381553,71.69579664,78.13466399,70.73664362,68.9504171,76.03713244,66.0381379,63.39439112,94.7686045,155.1393538,155.3677697,146.0269743,154.4491304,146.0961038,147.3083346,161.5726438,144.7708541,144.3688098,151.4596108,41
23.53174097,G10010,HH,10/21/2001,High,Cheap,Medium,Short,Warm,Battery room,Yes,Checked,Ceramic,Textured,32.7061805,31.24248386,41.7312042,34.8951045,41.32960546,34.97216455,29.77720905,27.6242361,39.84274152,37.04429056,107.9006425,93.56246706,95.72594782,92.80029246,93.33781638,87.39233733,87.93737712,98.693008,92.21559615,112.4223396,35.72147815,41.14736781,39.04951938,40.72753378,23.1005295,45.11533663,17.68073624,18.76015074,32.332871,34.15752173,42
27.76000634,G10011,HH,10/28/2001,High,Extravagant,Medium,Short,Hot,Battery room,Yes,Checked,Metal,Textured,39.57111529,42.93798144,40.11324845,43.31274533,50.57978394,33.86338296,39.46528956,39.50128082,46.51453042,45.17623627,90.89035546,79.50505006,91.16932442,96.99508595,91.31661319,92.63463828,94.04668045,104.9928087,93.48421898,99.03978122,42.17742593,45.19055276,43.48569764,26.33911428,41.33724079,41.85655965,43.17034694,35.67752498,54.12063964,38.09293175,43
33.60246576,G10012,HH,11/4/2001,Medium,Extravagant,Medium,Long,Hot,Compressor,Yes,Checked,Ceramic,Smooth,43.91140538,44.9517787,35.5160138,41.15442016,46.41261931,38.92308333,44.07898026,40.18573604,53.4229186,44.33631565,20.17737712,6.99462488,13.22305371,8.222569364,13.96671948,12.74163926,16.4856421,5.265635733,21.9856043,22.91634488,94.06738743,85.39107117,76.75481985,92.56634764,95.6185728,84.36278841,82.35905391,101.9910408,81.25501494,90.40321254,44
1.101895711,G10013,KL,11/10/2001,Medium,Costly,Fast,Short,Hot,Compressor,Yes,Checked,Ceramic,Textured,9.503645677,0.299764089,-1.522748261,-2.145575255,1.539738405,1.314873521,1.407976526,-2.296714505,4.398635267,-4.902995795,45.475892,33.33147998,46.56302597,10.1837196,35.67923957,39.02634442,22.83818395,48.71168854,36.54977178,23.20256576,181.7771406,181.3528321,168.0205221,167.6471994,156.2708902,174.4225176,163.7381245,177.9409424,166.8969553,170.0920341,45
26.16859538,G10014,HH,11/17/2001,High,Extravagant,Medium,Short,Hot,Boiler,Yes,Checked,Metal,Rough,36.16930866,34.83822448,32.61267874,35.58379045,41.54595754,30.94003633,40.43103436,29.76358025,41.58205295,39.61051181,44.77807665,50.36353908,42.94647591,64.94933012,56.15793877,62.57128175,66.43520923,61.53467682,60.01941905,51.61661356,79.48386609,81.04542194,85.81935915,89.25862113,81.34139526,82.05783044,76.80579903,85.79988118,83.32629881,79.49804476,46
6.439055252,G10015,HH,11/24/2001,Medium,Costly,Fast,Short,Hot,Compressor,Yes,Under review,Wooden,Textured,-3.823008456,9.129658142,0.40621345,7.628907695,9.452021768,10.40760935,0.787566934,12.51725134,16.82640754,5.179219215,14.97993503,27.98806288,33.98662513,20.64895399,38.55558295,34.07704558,30.36427367,16.7381243,42.67948526,17.55720838,9.357930276,18.88977547,-1.231737109,1.58357634,4.219174116,15.57772969,8.852775444,14.70406212,8.101855148,5.013544064,47
19.70880941,G10016,KG,12/1/2001,High,Extravagant,Fast,Short,Warm,Battery room,No,Uncertain,Ceramic,Textured,18.82020417,12.60323672,16.18872769,9.280039739,16.29236952,13.71402036,NA,11.66245844,14.19020366,19.42204857,93.066541,107.9640552,71.86180007,76.89558866,67.069496,74.94919694,64.35395471,79.85462679,95.68987951,83.18703311,-22.83384287,-7.079996373,-12.51627023,-12.90995488,-24.49077165,0.27671079,-11.57921269,-8.854097839,-10.71484069,0.567253971,48
14.434947,G10017,HH,12/8/2001,Low,Extravagant,Fast,Short,Warm,Battery room,No,Uncertain,Ceramic,Rough,26.02977501,31.94753528,34.69024205,15.1798076,26.89854792,22.16651211,32.98418302,27.16944042,31.89277278,28.00024332,46.94320185,57.62779626,74.89315713,61.48445514,56.05305595,53.19203004,53.648889,52.08025582,56.45004204,50.31113936,51.91658509,55.70304675,29.75485919,44.92383742,38.12744672,53.79237389,45.724913,35.3601704,46.94056677,29.2635264,49
23.51605597,G10018,KG,12/15/2001,Low,Cheap,Fast,Very Long,Warm,Boiler,Yes,Uncertain,Wooden,Smooth,-2.391537838,7.469630839,-0.218688159,0.435038523,-0.523676569,0.021744702,7.368023178,2.705384016,6.55116301,1.570574155,28.69763241,21.29613581,36.33517552,26.15395043,25.64060297,27.84859999,26.68635036,20.83501957,22.64719928,32.13565524,61.11656495,37.11094356,59.52848542,30.51395966,46.48839705,41.99534116,40.67892168,38.59513426,60.61599388,45.16134616,50
19.43418316,G10019,HH,12/22/2001,Medium,NA,Medium,NA,Warm,Battery room,No,Uncertain,NA,NA,33.9080516,25.32888327,21.81810462,33.93825409,26.26776309,34.58966389,24.71610476,17.54372822,26.74200762,26.69325073,21.7067081,28.32749031,-3.405308279,22.17747539,15.63571177,6.498954853,14.99461989,10.10731409,NA,5.201706048,NA,41.11670032,33.60731967,39.55949918,57.26660512,31.69717323,NA,NA,46.94561843,57.3873449,51
30.29018313,G10020,KG,12/29/2001,Low,Extravagant,Slow,Long,Warm,Compressor,No,Under review,Metal,Textured,43.97177795,40.63082093,50.80268142,57.46454274,54.1487378,54.68170384,52.40322817,52.41588844,52.84180703,40.93904952,100.273726,109.6719242,82.65408048,97.88809625,98.59792618,98.61821028,84.37760844,97.47028872,84.52449734,93.49158375,117.554772,140.3119161,156.8521914,138.1375987,154.2807325,133.3368926,137.2117374,145.4893436,143.3865329,127.302443,52
30.58666825,G10021,HH,1/6/2002,Medium,Cheap,Medium,Long,Hot,Battery room,No,Under review,Wooden,Rough,38.45877489,33.55924794,38.90193815,42.81367011,33.59981384,46.70431814,40.94227623,32.4300105,46.11477458,38.7203637,111.8483173,83.96939222,82.82239631,81.36424656,98.9828135,101.2417241,107.5001363,86.0145055,91.80081747,107.1242241,-26.85321502,-29.90707756,-22.43325408,-7.264122008,-13.89329536,-28.17458551,-18.0212888,-15.83392634,-30.79854433,-11.50802915,53
23.68547158,G10022,HH,1/13/2002,Low,Extravagant,Fast,Short,Warm,Compressor,Yes,Under review,Wooden,Smooth,23.45892434,38.0009919,23.95561732,23.93151209,28.05735565,22.26852322,28.13899592,31.16164701,23.18394161,15.3654747,66.59816232,69.82170683,61.39786999,79.55270187,81.30229917,82.73515326,77.75113267,70.96742886,70.48806932,78.75840253,50.13097734,38.66637989,48.9238633,44.18662477,49.07795181,51.348938,58.00887948,44.85433853,47.5341798,34.33834914,54
29.30383647,G10023,HH,1/19/2002,Medium,Cheap,Medium,Long,Warm,Battery room,No,Under review,Wooden,Textured,30.58715271,23.05596377,21.9214302,27.46720958,19.18452901,25.4460191,NA,18.71239688,21.03509867,30.28554199,90.57283214,103.5655692,91.24987212,99.32388907,85.60078695,75.47624305,101.7047754,95.06981777,78.80828713,96.13411195,130.2355671,127.3701132,145.872202,143.3887863,127.696344,141.093661,124.8883595,131.2070031,151.7643303,137.6396088,55
23.07090192,G10024,KG,1/27/2002,High,Extravagant,Medium,Short,Warm,Battery room,Yes,Under review,Ceramic,Textured,33.64560648,28.83657329,30.432482,43.83715898,28.87582469,34.13321013,34.43603353,31.63932412,33.99138983,28.61693837,43.76900717,37.69725419,44.48678765,50.79641333,33.1804201,47.26829151,54.76696532,50.8664715,55.64361922,48.78087844,171.8311988,173.2230273,195.7233521,186.5443502,174.8884109,190.1215836,179.8929154,181.6451831,186.2923501,179.6504654,56
